cycle,instruction,cta_id,cluster_id,warp_id,tid
5025, PC=0x020 (lstm.1.sm_75.ptx:46) cvta.to.global.u64 %rd44 %rd39,22,22,6,ffffffff
5025, PC=0x020 (lstm.1.sm_75.ptx:46) cvta.to.global.u64 %rd44 %rd39,22,22,3,ffffffff
5026, PC=0x028 (lstm.1.sm_75.ptx:47) mul.wide.s32 %rd45 %r1 8,22,22,1,ffffffff
5026, PC=0x028 (lstm.1.sm_75.ptx:47) mul.wide.s32 %rd45 %r1 8,22,22,2,ffffffff
5026, PC=0x028 (lstm.1.sm_75.ptx:47) mul.wide.s32 %rd45 %r1 8,22,22,7,ffffffff
5026, PC=0x020 (lstm.1.sm_75.ptx:46) cvta.to.global.u64 %rd44 %rd39,22,22,0,ffffffff
5027, PC=0x028 (lstm.1.sm_75.ptx:47) mul.wide.s32 %rd45 %r1 8,22,22,6,ffffffff
5027, PC=0x028 (lstm.1.sm_75.ptx:47) mul.wide.s32 %rd45 %r1 8,22,22,3,ffffffff
5027, PC=0x020 (lstm.1.sm_75.ptx:46) cvta.to.global.u64 %rd44 %rd39,22,22,5,ffffffff
5028, PC=0x020 (lstm.1.sm_75.ptx:46) cvta.to.global.u64 %rd44 %rd39,22,22,4,ffffffff
5029, PC=0x028 (lstm.1.sm_75.ptx:47) mul.wide.s32 %rd45 %r1 8,22,22,4,ffffffff
5030, PC=0x028 (lstm.1.sm_75.ptx:47) mul.wide.s32 %rd45 %r1 8,22,22,0,ffffffff
5031, PC=0x028 (lstm.1.sm_75.ptx:47) mul.wide.s32 %rd45 %r1 8,22,22,5,ffffffff
5035, PC=0x030 (lstm.1.sm_75.ptx:48) add.s64 %rd5 %rd44 %rd45,22,22,2,ffffffff
5035, PC=0x030 (lstm.1.sm_75.ptx:48) add.s64 %rd5 %rd44 %rd45,22,22,7,ffffffff
5035, PC=0x030 (lstm.1.sm_75.ptx:48) add.s64 %rd5 %rd44 %rd45,22,22,1,ffffffff
5037, PC=0x030 (lstm.1.sm_75.ptx:48) add.s64 %rd5 %rd44 %rd45,22,22,6,ffffffff
5037, PC=0x030 (lstm.1.sm_75.ptx:48) add.s64 %rd5 %rd44 %rd45,22,22,3,ffffffff
5038, PC=0x030 (lstm.1.sm_75.ptx:48) add.s64 %rd5 %rd44 %rd45,22,22,4,ffffffff
5040, PC=0x030 (lstm.1.sm_75.ptx:48) add.s64 %rd5 %rd44 %rd45,22,22,0,ffffffff
5040, PC=0x030 (lstm.1.sm_75.ptx:48) add.s64 %rd5 %rd44 %rd45,22,22,5,ffffffff
5044, PC=0x038 (lstm.1.sm_75.ptx:49) ld.global.f64 %fd52 [%rd5],22,22,7,ffffffff
5044, PC=0x038 (lstm.1.sm_75.ptx:49) ld.global.f64 %fd52 [%rd5],22,22,1,ffffffff
5044, PC=0x038 (lstm.1.sm_75.ptx:49) ld.global.f64 %fd52 [%rd5],22,22,2,ffffffff
5045, PC=0x040 (lstm.1.sm_75.ptx:50) cvta.to.global.u64 %rd46 %rd40,22,22,1,ffffffff
5045, PC=0x040 (lstm.1.sm_75.ptx:50) cvta.to.global.u64 %rd46 %rd40,22,22,2,ffffffff
5045, PC=0x040 (lstm.1.sm_75.ptx:50) cvta.to.global.u64 %rd46 %rd40,22,22,7,ffffffff
5046, PC=0x038 (lstm.1.sm_75.ptx:49) ld.global.f64 %fd52 [%rd5],22,22,6,ffffffff
5046, PC=0x038 (lstm.1.sm_75.ptx:49) ld.global.f64 %fd52 [%rd5],22,22,3,ffffffff
5047, PC=0x040 (lstm.1.sm_75.ptx:50) cvta.to.global.u64 %rd46 %rd40,22,22,6,ffffffff
5047, PC=0x040 (lstm.1.sm_75.ptx:50) cvta.to.global.u64 %rd46 %rd40,22,22,3,ffffffff
5047, PC=0x038 (lstm.1.sm_75.ptx:49) ld.global.f64 %fd52 [%rd5],22,22,4,ffffffff
5048, PC=0x040 (lstm.1.sm_75.ptx:50) cvta.to.global.u64 %rd46 %rd40,22,22,4,ffffffff
5049, PC=0x038 (lstm.1.sm_75.ptx:49) ld.global.f64 %fd52 [%rd5],22,22,0,ffffffff
5049, PC=0x038 (lstm.1.sm_75.ptx:49) ld.global.f64 %fd52 [%rd5],22,22,5,ffffffff
5050, PC=0x040 (lstm.1.sm_75.ptx:50) cvta.to.global.u64 %rd46 %rd40,22,22,5,ffffffff
5050, PC=0x040 (lstm.1.sm_75.ptx:50) cvta.to.global.u64 %rd46 %rd40,22,22,0,ffffffff
5051, PC=0x048 (lstm.1.sm_75.ptx:51) add.s64 %rd6 %rd46 %rd45,22,22,2,ffffffff
5051, PC=0x048 (lstm.1.sm_75.ptx:51) add.s64 %rd6 %rd46 %rd45,22,22,7,ffffffff
5051, PC=0x048 (lstm.1.sm_75.ptx:51) add.s64 %rd6 %rd46 %rd45,22,22,1,ffffffff
5053, PC=0x048 (lstm.1.sm_75.ptx:51) add.s64 %rd6 %rd46 %rd45,22,22,6,ffffffff
5053, PC=0x048 (lstm.1.sm_75.ptx:51) add.s64 %rd6 %rd46 %rd45,22,22,3,ffffffff
5054, PC=0x048 (lstm.1.sm_75.ptx:51) add.s64 %rd6 %rd46 %rd45,22,22,4,ffffffff
5056, PC=0x048 (lstm.1.sm_75.ptx:51) add.s64 %rd6 %rd46 %rd45,22,22,0,ffffffff
5056, PC=0x048 (lstm.1.sm_75.ptx:51) add.s64 %rd6 %rd46 %rd45,22,22,5,ffffffff
5060, PC=0x050 (lstm.1.sm_75.ptx:52) ld.global.f64 %fd53 [%rd6],22,22,7,ffffffff
5060, PC=0x050 (lstm.1.sm_75.ptx:52) ld.global.f64 %fd53 [%rd6],22,22,1,ffffffff
5060, PC=0x050 (lstm.1.sm_75.ptx:52) ld.global.f64 %fd53 [%rd6],22,22,2,ffffffff
5062, PC=0x050 (lstm.1.sm_75.ptx:52) ld.global.f64 %fd53 [%rd6],22,22,6,ffffffff
5062, PC=0x050 (lstm.1.sm_75.ptx:52) ld.global.f64 %fd53 [%rd6],22,22,3,ffffffff
5063, PC=0x050 (lstm.1.sm_75.ptx:52) ld.global.f64 %fd53 [%rd6],22,22,4,ffffffff
5065, PC=0x050 (lstm.1.sm_75.ptx:52) ld.global.f64 %fd53 [%rd6],22,22,0,ffffffff
5065, PC=0x050 (lstm.1.sm_75.ptx:52) ld.global.f64 %fd53 [%rd6],22,22,5,ffffffff
5926, PC=0x058 (lstm.1.sm_75.ptx:53) fma.rn.f64 %fd1 %fd52 0d3FEF5C28F5C28F5C %fd53,22,22,7,ffffffff
5928, PC=0x058 (lstm.1.sm_75.ptx:53) fma.rn.f64 %fd1 %fd52 0d3FEF5C28F5C28F5C %fd53,22,22,1,ffffffff
5947, PC=0x058 (lstm.1.sm_75.ptx:53) fma.rn.f64 %fd1 %fd52 0d3FEF5C28F5C28F5C %fd53,22,22,6,ffffffff
5950, PC=0x058 (lstm.1.sm_75.ptx:53) fma.rn.f64 %fd1 %fd52 0d3FEF5C28F5C28F5C %fd53,22,22,2,ffffffff
5951, PC=0x058 (lstm.1.sm_75.ptx:53) fma.rn.f64 %fd1 %fd52 0d3FEF5C28F5C28F5C %fd53,22,22,3,ffffffff
5953, PC=0x058 (lstm.1.sm_75.ptx:53) fma.rn.f64 %fd1 %fd52 0d3FEF5C28F5C28F5C %fd53,22,22,4,ffffffff
5955, PC=0x058 (lstm.1.sm_75.ptx:53) fma.rn.f64 %fd1 %fd52 0d3FEF5C28F5C28F5C %fd53,22,22,5,ffffffff
5956, PC=0x058 (lstm.1.sm_75.ptx:53) fma.rn.f64 %fd1 %fd52 0d3FEF5C28F5C28F5C %fd53,22,22,0,ffffffff
5995, PC=0x060 (lstm.1.sm_75.ptx:56) mov.b64 {%temp %r2} %fd1,22,22,7,ffffffff
5997, PC=0x060 (lstm.1.sm_75.ptx:56) mov.b64 {%temp %r2} %fd1,22,22,1,ffffffff
6001, PC=0x068 (lstm.1.sm_75.ptx:58) and.b32 %r3 %r2 2147483647,22,22,7,ffffffff
6002, PC=0x070 (lstm.1.sm_75.ptx:61) mov.b64 {%r23 %temp} %fd1,22,22,7,ffffffff
6003, PC=0x068 (lstm.1.sm_75.ptx:58) and.b32 %r3 %r2 2147483647,22,22,1,ffffffff
6004, PC=0x070 (lstm.1.sm_75.ptx:61) mov.b64 {%r23 %temp} %fd1,22,22,1,ffffffff
6008, PC=0x078 (lstm.1.sm_75.ptx:63) mov.b64 %fd2 {%r23 %r3},22,22,7,ffffffff
6010, PC=0x078 (lstm.1.sm_75.ptx:63) mov.b64 %fd2 {%r23 %r3},22,22,1,ffffffff
6014, PC=0x080 (lstm.1.sm_75.ptx:64) setp.ltu.f64 %p1 %fd2 0d3FE4F92224DD2F1A,22,22,7,ffffffff
6016, PC=0x080 (lstm.1.sm_75.ptx:64) setp.ltu.f64 %p1 %fd2 0d3FE4F92224DD2F1A,22,22,1,ffffffff
6016, PC=0x060 (lstm.1.sm_75.ptx:56) mov.b64 {%temp %r2} %fd1,22,22,6,ffffffff
6020, PC=0x088 (lstm.1.sm_75.ptx:65) @%p1 bra $L__BB0_2,22,22,7,ffffffff
6022, PC=0x088 (lstm.1.sm_75.ptx:65) @%p1 bra $L__BB0_2,22,22,1,ffffffff
6022, PC=0x068 (lstm.1.sm_75.ptx:58) and.b32 %r3 %r2 2147483647,22,22,6,ffffffff
6022, PC=0x098 (lstm.1.sm_75.ptx:69) mul.f64 %fd95 %fd1 %fd1,22,22,7,ffffffff
6022, PC=0x060 (lstm.1.sm_75.ptx:56) mov.b64 {%temp %r2} %fd1,22,22,4,ffffffff
6023, PC=0x070 (lstm.1.sm_75.ptx:61) mov.b64 {%r23 %temp} %fd1,22,22,6,ffffffff
6023, PC=0x0a0 (lstm.1.sm_75.ptx:70) mov.f64 %fd96 0d3F14359F420AFC3D,22,22,7,ffffffff
6024, PC=0x0a8 (lstm.1.sm_75.ptx:71) mov.f64 %fd97 0dBEF0BC46E2F5E964,22,22,7,ffffffff
6024, PC=0x098 (lstm.1.sm_75.ptx:69) mul.f64 %fd95 %fd1 %fd1,22,22,1,ffffffff
6025, PC=0x0a0 (lstm.1.sm_75.ptx:70) mov.f64 %fd96 0d3F14359F420AFC3D,22,22,1,ffffffff
6026, PC=0x0a8 (lstm.1.sm_75.ptx:71) mov.f64 %fd97 0dBEF0BC46E2F5E964,22,22,1,ffffffff
6028, PC=0x068 (lstm.1.sm_75.ptx:58) and.b32 %r3 %r2 2147483647,22,22,4,ffffffff
6029, PC=0x070 (lstm.1.sm_75.ptx:61) mov.b64 {%r23 %temp} %fd1,22,22,4,ffffffff
6029, PC=0x078 (lstm.1.sm_75.ptx:63) mov.b64 %fd2 {%r23 %r3},22,22,6,ffffffff
6035, PC=0x080 (lstm.1.sm_75.ptx:64) setp.ltu.f64 %p1 %fd2 0d3FE4F92224DD2F1A,22,22,6,ffffffff
6035, PC=0x078 (lstm.1.sm_75.ptx:63) mov.b64 %fd2 {%r23 %r3},22,22,4,ffffffff
6041, PC=0x080 (lstm.1.sm_75.ptx:64) setp.ltu.f64 %p1 %fd2 0d3FE4F92224DD2F1A,22,22,4,ffffffff
6041, PC=0x088 (lstm.1.sm_75.ptx:65) @%p1 bra $L__BB0_2,22,22,6,ffffffff
6043, PC=0x098 (lstm.1.sm_75.ptx:69) mul.f64 %fd95 %fd1 %fd1,22,22,6,ffffffff
6044, PC=0x0a0 (lstm.1.sm_75.ptx:70) mov.f64 %fd96 0d3F14359F420AFC3D,22,22,6,ffffffff
6045, PC=0x0a8 (lstm.1.sm_75.ptx:71) mov.f64 %fd97 0dBEF0BC46E2F5E964,22,22,6,ffffffff
6047, PC=0x088 (lstm.1.sm_75.ptx:65) @%p1 bra $L__BB0_2,22,22,4,ffffffff
6049, PC=0x098 (lstm.1.sm_75.ptx:69) mul.f64 %fd95 %fd1 %fd1,22,22,4,ffffffff
6050, PC=0x0a0 (lstm.1.sm_75.ptx:70) mov.f64 %fd96 0d3F14359F420AFC3D,22,22,4,ffffffff
6051, PC=0x0a8 (lstm.1.sm_75.ptx:71) mov.f64 %fd97 0dBEF0BC46E2F5E964,22,22,4,ffffffff
6059, PC=0x060 (lstm.1.sm_75.ptx:56) mov.b64 {%temp %r2} %fd1,22,22,3,ffffffff
6061, PC=0x060 (lstm.1.sm_75.ptx:56) mov.b64 {%temp %r2} %fd1,22,22,5,ffffffff
6065, PC=0x068 (lstm.1.sm_75.ptx:58) and.b32 %r3 %r2 2147483647,22,22,3,ffffffff
6066, PC=0x070 (lstm.1.sm_75.ptx:61) mov.b64 {%r23 %temp} %fd1,22,22,3,ffffffff
6067, PC=0x068 (lstm.1.sm_75.ptx:58) and.b32 %r3 %r2 2147483647,22,22,5,ffffffff
6068, PC=0x070 (lstm.1.sm_75.ptx:61) mov.b64 {%r23 %temp} %fd1,22,22,5,ffffffff
6072, PC=0x078 (lstm.1.sm_75.ptx:63) mov.b64 %fd2 {%r23 %r3},22,22,3,ffffffff
6074, PC=0x078 (lstm.1.sm_75.ptx:63) mov.b64 %fd2 {%r23 %r3},22,22,5,ffffffff
6078, PC=0x080 (lstm.1.sm_75.ptx:64) setp.ltu.f64 %p1 %fd2 0d3FE4F92224DD2F1A,22,22,3,ffffffff
6080, PC=0x080 (lstm.1.sm_75.ptx:64) setp.ltu.f64 %p1 %fd2 0d3FE4F92224DD2F1A,22,22,5,ffffffff
6080, PC=0x060 (lstm.1.sm_75.ptx:56) mov.b64 {%temp %r2} %fd1,22,22,2,ffffffff
6084, PC=0x088 (lstm.1.sm_75.ptx:65) @%p1 bra $L__BB0_2,22,22,3,ffffffff
6086, PC=0x088 (lstm.1.sm_75.ptx:65) @%p1 bra $L__BB0_2,22,22,5,ffffffff
6086, PC=0x068 (lstm.1.sm_75.ptx:58) and.b32 %r3 %r2 2147483647,22,22,2,ffffffff
6086, PC=0x098 (lstm.1.sm_75.ptx:69) mul.f64 %fd95 %fd1 %fd1,22,22,3,ffffffff
6086, PC=0x060 (lstm.1.sm_75.ptx:56) mov.b64 {%temp %r2} %fd1,22,22,0,ffffffff
6087, PC=0x070 (lstm.1.sm_75.ptx:61) mov.b64 {%r23 %temp} %fd1,22,22,2,ffffffff
6087, PC=0x0a0 (lstm.1.sm_75.ptx:70) mov.f64 %fd96 0d3F14359F420AFC3D,22,22,3,ffffffff
6088, PC=0x0a8 (lstm.1.sm_75.ptx:71) mov.f64 %fd97 0dBEF0BC46E2F5E964,22,22,3,ffffffff
6088, PC=0x098 (lstm.1.sm_75.ptx:69) mul.f64 %fd95 %fd1 %fd1,22,22,5,ffffffff
6089, PC=0x0a0 (lstm.1.sm_75.ptx:70) mov.f64 %fd96 0d3F14359F420AFC3D,22,22,5,ffffffff
6090, PC=0x0a8 (lstm.1.sm_75.ptx:71) mov.f64 %fd97 0dBEF0BC46E2F5E964,22,22,5,ffffffff
6092, PC=0x068 (lstm.1.sm_75.ptx:58) and.b32 %r3 %r2 2147483647,22,22,0,ffffffff
6093, PC=0x070 (lstm.1.sm_75.ptx:61) mov.b64 {%r23 %temp} %fd1,22,22,0,ffffffff
6093, PC=0x078 (lstm.1.sm_75.ptx:63) mov.b64 %fd2 {%r23 %r3},22,22,2,ffffffff
6099, PC=0x080 (lstm.1.sm_75.ptx:64) setp.ltu.f64 %p1 %fd2 0d3FE4F92224DD2F1A,22,22,2,ffffffff
6099, PC=0x078 (lstm.1.sm_75.ptx:63) mov.b64 %fd2 {%r23 %r3},22,22,0,ffffffff
6105, PC=0x080 (lstm.1.sm_75.ptx:64) setp.ltu.f64 %p1 %fd2 0d3FE4F92224DD2F1A,22,22,0,ffffffff
6105, PC=0x088 (lstm.1.sm_75.ptx:65) @%p1 bra $L__BB0_2,22,22,2,ffffffff
6107, PC=0x098 (lstm.1.sm_75.ptx:69) mul.f64 %fd95 %fd1 %fd1,22,22,2,ffffffff
6108, PC=0x0a0 (lstm.1.sm_75.ptx:70) mov.f64 %fd96 0d3F14359F420AFC3D,22,22,2,ffffffff
6109, PC=0x0a8 (lstm.1.sm_75.ptx:71) mov.f64 %fd97 0dBEF0BC46E2F5E964,22,22,2,ffffffff
6111, PC=0x088 (lstm.1.sm_75.ptx:65) @%p1 bra $L__BB0_2,22,22,0,ffffffff
6113, PC=0x098 (lstm.1.sm_75.ptx:69) mul.f64 %fd95 %fd1 %fd1,22,22,0,ffffffff
6114, PC=0x0a0 (lstm.1.sm_75.ptx:70) mov.f64 %fd96 0d3F14359F420AFC3D,22,22,0,ffffffff
6115, PC=0x0a8 (lstm.1.sm_75.ptx:71) mov.f64 %fd97 0dBEF0BC46E2F5E964,22,22,0,ffffffff
6123, PC=0x0b0 (lstm.1.sm_75.ptx:72) fma.rn.f64 %fd98 %fd97 %fd95 %fd96,22,22,7,ffffffff
6124, PC=0x0b8 (lstm.1.sm_75.ptx:73) mov.f64 %fd99 0dBF2DF9F0728C5D84,22,22,7,ffffffff
6125, PC=0x0b0 (lstm.1.sm_75.ptx:72) fma.rn.f64 %fd98 %fd97 %fd95 %fd96,22,22,1,ffffffff
6126, PC=0x0b8 (lstm.1.sm_75.ptx:73) mov.f64 %fd99 0dBF2DF9F0728C5D84,22,22,1,ffffffff
6144, PC=0x0b0 (lstm.1.sm_75.ptx:72) fma.rn.f64 %fd98 %fd97 %fd95 %fd96,22,22,6,ffffffff
6145, PC=0x0b8 (lstm.1.sm_75.ptx:73) mov.f64 %fd99 0dBF2DF9F0728C5D84,22,22,6,ffffffff
6150, PC=0x0b0 (lstm.1.sm_75.ptx:72) fma.rn.f64 %fd98 %fd97 %fd95 %fd96,22,22,4,ffffffff
6151, PC=0x0b8 (lstm.1.sm_75.ptx:73) mov.f64 %fd99 0dBF2DF9F0728C5D84,22,22,4,ffffffff
6187, PC=0x0b0 (lstm.1.sm_75.ptx:72) fma.rn.f64 %fd98 %fd97 %fd95 %fd96,22,22,3,ffffffff
6188, PC=0x0b8 (lstm.1.sm_75.ptx:73) mov.f64 %fd99 0dBF2DF9F0728C5D84,22,22,3,ffffffff
6189, PC=0x0b0 (lstm.1.sm_75.ptx:72) fma.rn.f64 %fd98 %fd97 %fd95 %fd96,22,22,5,ffffffff
6190, PC=0x0b8 (lstm.1.sm_75.ptx:73) mov.f64 %fd99 0dBF2DF9F0728C5D84,22,22,5,ffffffff
6208, PC=0x0b0 (lstm.1.sm_75.ptx:72) fma.rn.f64 %fd98 %fd97 %fd95 %fd96,22,22,2,ffffffff
6209, PC=0x0b8 (lstm.1.sm_75.ptx:73) mov.f64 %fd99 0dBF2DF9F0728C5D84,22,22,2,ffffffff
6214, PC=0x0b0 (lstm.1.sm_75.ptx:72) fma.rn.f64 %fd98 %fd97 %fd95 %fd96,22,22,0,ffffffff
6215, PC=0x0b8 (lstm.1.sm_75.ptx:73) mov.f64 %fd99 0dBF2DF9F0728C5D84,22,22,0,ffffffff
6251, PC=0x0c0 (lstm.1.sm_75.ptx:74) fma.rn.f64 %fd100 %fd98 %fd95 %fd99,22,22,7,ffffffff
6252, PC=0x0c8 (lstm.1.sm_75.ptx:75) mov.f64 %fd101 0d3F4337D1CEC4F033,22,22,7,ffffffff
6253, PC=0x0c0 (lstm.1.sm_75.ptx:74) fma.rn.f64 %fd100 %fd98 %fd95 %fd99,22,22,1,ffffffff
6254, PC=0x0c8 (lstm.1.sm_75.ptx:75) mov.f64 %fd101 0d3F4337D1CEC4F033,22,22,1,ffffffff
6272, PC=0x0c0 (lstm.1.sm_75.ptx:74) fma.rn.f64 %fd100 %fd98 %fd95 %fd99,22,22,6,ffffffff
6273, PC=0x0c8 (lstm.1.sm_75.ptx:75) mov.f64 %fd101 0d3F4337D1CEC4F033,22,22,6,ffffffff
6278, PC=0x0c0 (lstm.1.sm_75.ptx:74) fma.rn.f64 %fd100 %fd98 %fd95 %fd99,22,22,4,ffffffff
6279, PC=0x0c8 (lstm.1.sm_75.ptx:75) mov.f64 %fd101 0d3F4337D1CEC4F033,22,22,4,ffffffff
6315, PC=0x0c0 (lstm.1.sm_75.ptx:74) fma.rn.f64 %fd100 %fd98 %fd95 %fd99,22,22,3,ffffffff
6316, PC=0x0c8 (lstm.1.sm_75.ptx:75) mov.f64 %fd101 0d3F4337D1CEC4F033,22,22,3,ffffffff
6317, PC=0x0c0 (lstm.1.sm_75.ptx:74) fma.rn.f64 %fd100 %fd98 %fd95 %fd99,22,22,5,ffffffff
6318, PC=0x0c8 (lstm.1.sm_75.ptx:75) mov.f64 %fd101 0d3F4337D1CEC4F033,22,22,5,ffffffff
6336, PC=0x0c0 (lstm.1.sm_75.ptx:74) fma.rn.f64 %fd100 %fd98 %fd95 %fd99,22,22,2,ffffffff
6337, PC=0x0c8 (lstm.1.sm_75.ptx:75) mov.f64 %fd101 0d3F4337D1CEC4F033,22,22,2,ffffffff
6342, PC=0x0c0 (lstm.1.sm_75.ptx:74) fma.rn.f64 %fd100 %fd98 %fd95 %fd99,22,22,0,ffffffff
6343, PC=0x0c8 (lstm.1.sm_75.ptx:75) mov.f64 %fd101 0d3F4337D1CEC4F033,22,22,0,ffffffff
6379, PC=0x0d0 (lstm.1.sm_75.ptx:76) fma.rn.f64 %fd102 %fd100 %fd95 %fd101,22,22,7,ffffffff
6380, PC=0x0d8 (lstm.1.sm_75.ptx:77) mov.f64 %fd103 0dBF57D6E9674335B3,22,22,7,ffffffff
6381, PC=0x0d0 (lstm.1.sm_75.ptx:76) fma.rn.f64 %fd102 %fd100 %fd95 %fd101,22,22,1,ffffffff
6382, PC=0x0d8 (lstm.1.sm_75.ptx:77) mov.f64 %fd103 0dBF57D6E9674335B3,22,22,1,ffffffff
