cycle,pc,cta_id,cluster_id,warp_id,tid
5005,178,22,20,1,ffffffff
5006,178,22,20,2,ffffffff
5007,178,22,20,0,ffffffff
5008,178,22,20,6,ffffffff
5009,178,22,20,3,ffffffff
5010,178,22,20,4,ffffffff
5011,178,22,20,5,ffffffff
5012,178,22,20,7,ffffffff
5013,178,52,20,9,ffffffff
5014,178,52,20,10,ffffffff
5015,178,52,20,12,ffffffff
5016,178,82,20,17,ffffffff
5017,178,82,20,18,ffffffff
5018,178,52,20,15,ffffffff
5019,178,82,20,16,ffffffff
5020,178,82,20,21,ffffffff
5021,178,82,20,22,ffffffff
5022,178,82,20,19,ffffffff
5023,178,82,20,20,ffffffff
5024,178,112,20,25,ffffffff
5025,178,112,20,26,ffffffff
5026,178,82,20,23,ffffffff
5027,178,112,20,24,ffffffff
5028,178,112,20,29,ffffffff
5029,178,112,20,30,ffffffff
5030,178,112,20,27,ffffffff
5031,178,112,20,28,ffffffff
5032,180,22,20,1,ffffffff
5033,180,22,20,2,ffffffff
5034,178,112,20,31,ffffffff
5035,180,22,20,0,ffffffff
5036,180,22,20,5,ffffffff
5037,180,22,20,6,ffffffff
5038,180,22,20,3,ffffffff
5039,180,22,20,4,ffffffff
5040,180,52,20,9,ffffffff
5041,180,52,20,10,ffffffff
5042,180,22,20,7,ffffffff
5043,180,52,20,8,ffffffff
5044,180,52,20,13,ffffffff
5045,180,52,20,14,ffffffff
5046,180,52,20,11,ffffffff
5047,180,52,20,12,ffffffff
5048,180,82,20,17,ffffffff
5049,180,82,20,18,ffffffff
5050,180,52,20,15,ffffffff
5051,180,82,20,16,ffffffff
5052,180,82,20,21,ffffffff
5053,180,82,20,22,ffffffff
5054,180,82,20,19,ffffffff
5055,180,82,20,20,ffffffff
5056,180,112,20,25,ffffffff
5057,180,112,20,26,ffffffff
5058,180,82,20,23,ffffffff
5059,180,112,20,24,ffffffff
5060,180,112,20,29,ffffffff
5061,180,112,20,30,ffffffff
5062,180,112,20,27,ffffffff
5063,180,112,20,28,ffffffff
5064,188,22,20,1,ffffffff
5065,188,22,20,2,ffffffff
5066,180,112,20,31,ffffffff
5067,188,22,20,0,ffffffff
5068,188,22,20,5,ffffffff
5069,188,22,20,6,ffffffff
5070,188,22,20,3,ffffffff
5071,188,22,20,4,ffffffff
5072,188,52,20,9,ffffffff
5073,188,52,20,10,ffffffff
5074,188,22,20,7,ffffffff
5075,188,52,20,8,ffffffff
5076,188,52,20,13,ffffffff
5077,188,52,20,14,ffffffff
5078,188,52,20,11,ffffffff
5079,188,52,20,12,ffffffff
5080,188,82,20,17,ffffffff
5081,188,82,20,18,ffffffff
5082,188,52,20,15,ffffffff
5083,188,82,20,16,ffffffff
5084,188,82,20,21,ffffffff
5085,188,82,20,22,ffffffff
5086,188,82,20,19,ffffffff
5087,188,82,20,20,ffffffff
5088,188,112,20,25,ffffffff
5089,188,112,20,26,ffffffff
5090,188,82,20,23,ffffffff
5091,188,112,20,24,ffffffff
5092,188,112,20,29,ffffffff
5093,188,112,20,30,ffffffff
5094,188,112,20,27,ffffffff
5095,188,112,20,28,ffffffff
5096,190,22,20,1,ffffffff
5097,190,22,20,2,ffffffff
5098,188,112,20,31,ffffffff
5099,190,22,20,0,ffffffff
5100,190,22,20,5,ffffffff
5101,190,22,20,6,ffffffff
5102,190,22,20,3,ffffffff
5103,190,22,20,4,ffffffff
5104,190,52,20,9,ffffffff
5105,190,52,20,10,ffffffff
5106,190,22,20,7,ffffffff
