cycle,pc,cta_id,cluster_id,warp_id,tid
5005,ad8,0,6,2,ffffffff
5006,ad8,0,6,0,ffffffff
5007,ad8,0,6,1,ffffffff
5008,ad8,0,6,3,ffffffff
5009,ad8,0,6,4,ffffffff
5010,ad8,0,6,5,ffffffff
5011,ad8,0,6,6,ffffffff
5012,ae0,0,6,0,ffffffff
5013,ae0,0,6,2,ffffffff
5014,ad8,0,6,7,ffffffff
5015,ae0,0,6,5,ffffffff
5016,ae8,0,6,2,ffffffff
5017,ae0,0,6,7,ffffffff
5018,ae8,0,6,0,ffffffff
5019,ae8,0,6,1,ffffffff
5020,ae8,0,6,6,ffffffff
5021,ae8,0,6,3,ffffffff
5022,ae8,0,6,4,ffffffff
5023,ae8,0,6,5,ffffffff
5024,af0,0,6,2,ffffffff
5025,ae8,0,6,7,ffffffff
5026,af0,0,6,0,ffffffff
5027,af0,0,6,1,ffffffff
5028,af0,0,6,6,ffffffff
5029,af0,0,6,3,ffffffff
5030,af0,0,6,4,ffffffff
5031,af0,0,6,5,ffffffff
5032,af8,0,6,2,ffffffff
5033,af0,0,6,7,ffffffff
5034,af8,0,6,0,ffffffff
5035,af8,0,6,1,ffffffff
5036,af8,0,6,6,ffffffff
5037,af8,0,6,3,ffffffff
5038,af8,0,6,4,ffffffff
5039,af8,0,6,5,ffffffff
5040,b00,0,6,2,ffffffff
5041,af8,0,6,7,ffffffff
5042,b00,0,6,0,ffffffff
5043,b00,0,6,1,ffffffff
5044,b00,0,6,6,ffffffff
5045,b00,0,6,3,ffffffff
5046,b00,0,6,4,ffffffff
5047,b00,0,6,5,ffffffff
5048,b08,0,6,2,ffffffff
5049,b00,0,6,7,ffffffff
5050,b08,0,6,0,ffffffff
5051,b08,0,6,1,ffffffff
5052,b08,0,6,6,ffffffff
5053,b08,0,6,3,ffffffff
5054,b08,0,6,4,ffffffff
5055,b08,0,6,5,ffffffff
5056,b10,0,6,2,ffffffff
5057,b08,0,6,7,ffffffff
5058,b10,0,6,0,ffffffff
5059,b10,0,6,1,ffffffff
5060,b10,0,6,6,ffffffff
5061,b10,0,6,3,ffffffff
5062,b10,0,6,4,ffffffff
5063,b10,0,6,5,ffffffff
5064,b18,0,6,2,ffffffff
5065,b10,0,6,7,ffffffff
5066,b18,0,6,0,ffffffff
5067,b18,0,6,1,ffffffff
5068,b20,0,6,2,ffffffff
5068,b18,0,6,6,ffffffff
5069,ae0,0,6,6,ffffffff
5070,b20,0,6,0,ffffffff
5070,b18,0,6,3,ffffffff
5071,b20,0,6,1,ffffffff
5071,b18,0,6,4,ffffffff
5072,ae0,0,6,4,ffffffff
5073,b18,0,6,5,ffffffff
5074,b20,0,6,3,ffffffff
5074,b28,0,6,2,ffffffff
5074,b28,0,6,0,ffffffff
5074,b28,0,6,1,ffffffff
5074,ae0,0,6,1,ffffffff
5075,b20,0,6,5,ffffffff
5075,b20,0,6,6,ffffffff
5075,b28,0,6,3,ffffffff
5075,b20,0,6,4,ffffffff
5075,b18,0,6,7,ffffffff
5076,b30,0,6,2,ffffffff
5076,b20,0,6,7,ffffffff
5076,b30,0,6,0,ffffffff
5076,b30,0,6,1,ffffffff
5076,ae0,0,6,3,ffffffff
5077,b30,0,6,3,ffffffff
5077,b28,0,6,4,ffffffff
5077,b28,0,6,5,ffffffff
5077,b28,0,6,6,ffffffff
5078,b38,0,6,0,ffffffff
5078,b38,0,6,1,ffffffff
5078,b38,0,6,2,ffffffff
5078,b28,0,6,7,ffffffff
5079,b30,0,6,5,ffffffff
5079,b30,0,6,6,ffffffff
5079,b38,0,6,3,ffffffff
5079,b30,0,6,4,ffffffff
5080,b40,0,6,2,ffffffff
5080,b30,0,6,7,ffffffff
5080,b40,0,6,0,ffffffff
5080,b40,0,6,1,ffffffff
5081,b40,0,6,3,ffffffff
5081,b38,0,6,4,ffffffff
5081,b38,0,6,5,ffffffff
5081,b38,0,6,6,ffffffff
5082,b48,0,6,0,ffffffff
5082,b48,0,6,1,ffffffff
5082,b48,0,6,2,ffffffff
5082,b38,0,6,7,ffffffff
5083,b40,0,6,5,ffffffff
5083,b40,0,6,6,ffffffff
5083,b48,0,6,3,ffffffff
5083,b40,0,6,4,ffffffff
5084,b50,0,6,2,ffffffff
5084,b40,0,6,7,ffffffff
5084,b50,0,6,0,ffffffff
5084,b50,0,6,1,ffffffff
5085,b50,0,6,3,ffffffff
5085,b48,0,6,4,ffffffff
5085,b48,0,6,5,ffffffff
5085,b48,0,6,6,ffffffff
5086,b50,0,6,4,ffffffff
5086,b50,0,6,5,ffffffff
