cycle,pc,cta_id,cluster_id,warp_id,tid
5005,ad8,3,28,1,ffffffff
5006,ad8,3,28,2,ffffffff
5007,ad8,3,28,0,ffffffff
5008,ad8,3,28,6,ffffffff
5009,ad8,3,28,3,ffffffff
5010,ad8,3,28,4,ffffffff
5011,ad8,3,28,5,ffffffff
5012,ad8,3,28,7,ffffffff
5013,ad8,33,28,9,ffffffff
5014,ad8,33,28,10,ffffffff
5015,ad8,33,28,12,ffffffff
5016,ad8,63,28,17,ffffffff
5017,ad8,63,28,18,ffffffff
5018,ad8,33,28,15,ffffffff
5019,ad8,63,28,16,ffffffff
5020,ad8,63,28,21,ffffffff
5021,ad8,63,28,22,ffffffff
5022,ad8,63,28,19,ffffffff
5023,ad8,63,28,20,ffffffff
5024,ad8,93,28,25,ffffffff
5025,ad8,93,28,26,ffffffff
5026,ad8,63,28,23,ffffffff
5027,ad8,93,28,24,ffffffff
5028,ad8,93,28,29,ffffffff
5029,ad8,93,28,30,ffffffff
5030,ad8,93,28,27,ffffffff
5031,ad8,93,28,28,ffffffff
5032,ae0,3,28,1,ffffffff
5033,ae0,3,28,2,ffffffff
5034,ad8,93,28,31,ffffffff
5035,ae0,3,28,0,ffffffff
5036,ae0,3,28,5,ffffffff
5037,ae0,3,28,6,ffffffff
5038,ae0,3,28,3,ffffffff
5039,ae0,3,28,4,ffffffff
5040,ae0,33,28,9,ffffffff
5041,ae0,33,28,10,ffffffff
5042,ae0,3,28,7,ffffffff
5043,ae0,33,28,8,ffffffff
5044,ae0,33,28,13,ffffffff
5045,ae0,33,28,14,ffffffff
5046,ae0,33,28,11,ffffffff
5047,ae0,33,28,12,ffffffff
5048,ae0,63,28,17,ffffffff
5049,ae0,63,28,18,ffffffff
5050,ae0,33,28,15,ffffffff
5051,ae0,63,28,16,ffffffff
5052,ae0,63,28,21,ffffffff
5053,ae0,63,28,22,ffffffff
5054,ae0,63,28,19,ffffffff
5055,ae0,63,28,20,ffffffff
5056,ae0,93,28,25,ffffffff
5057,ae0,93,28,26,ffffffff
5058,ae0,63,28,23,ffffffff
5059,ae0,93,28,24,ffffffff
5060,ae0,93,28,29,ffffffff
5061,ae0,93,28,30,ffffffff
5062,ae0,93,28,27,ffffffff
5063,ae0,93,28,28,ffffffff
5064,ae8,3,28,1,ffffffff
5065,ae8,3,28,2,ffffffff
5066,ae0,93,28,31,ffffffff
5067,ae8,3,28,0,ffffffff
5068,ae8,3,28,5,ffffffff
5069,ae8,3,28,6,ffffffff
5070,ae8,3,28,3,ffffffff
5071,ae8,3,28,4,ffffffff
5072,ae8,33,28,9,ffffffff
5073,ae8,33,28,10,ffffffff
5074,ae8,3,28,7,ffffffff
5075,ae8,33,28,8,ffffffff
5076,ae8,33,28,13,ffffffff
5077,ae8,33,28,14,ffffffff
5078,ae8,33,28,11,ffffffff
5079,ae8,33,28,12,ffffffff
5080,ae8,63,28,17,ffffffff
5081,ae8,63,28,18,ffffffff
5082,ae8,33,28,15,ffffffff
5083,ae8,63,28,16,ffffffff
5084,ae8,63,28,21,ffffffff
5085,ae8,63,28,22,ffffffff
5086,ae8,63,28,19,ffffffff
5087,ae8,63,28,20,ffffffff
5088,ae8,93,28,25,ffffffff
5089,ae8,93,28,26,ffffffff
5090,ae8,63,28,23,ffffffff
5091,ae8,93,28,24,ffffffff
5092,ae8,93,28,29,ffffffff
5093,ae8,93,28,30,ffffffff
5094,ae8,93,28,27,ffffffff
5095,ae8,93,28,28,ffffffff
